slug,title,year,runtime_mins,genres,countries,languages,avg_rating,num_ratings,num_reviews,directors,cast,themes,letterboxd_url,date_scraped,lists,num_lists_appeared_in
boyhood,Letterboxd — Your life in film,,165,,USA,English|Spanish,,,,,,Moving relationship stories|Humanity and the world around us|Underdogs and coming of age|Emotional and heartfelt family dramas|Emotional teen coming-of-age stories|Heartbreaking and moving family drama|Heartfelt and sentimental family stories|Student coming-of-age challenges,https://letterboxd.com/film/boyhood/,2026-05-03T15:53:03+00:00,heartwarming,1
wake-up-sid,Letterboxd — Your life in film,,138,,India,Hindi,,,,,,Moving relationship stories|Bollywood emotional dramas|Heartfelt and sentimental family stories|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements,https://letterboxd.com/film/wake-up-sid/,2026-05-03T15:53:05+00:00,heartwarming,1
uptown-girls,Letterboxd — Your life in film,,92,,USA,English,,,,,,Relationship comedy|Moving relationship stories|Heartfelt and sentimental family stories|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Emotional and heartfelt family dramas|Charming romances and delightful chemistry,https://letterboxd.com/film/uptown-girls/,2026-05-03T15:53:08+00:00,heartwarming,1
bridge-to-terabithia,Letterboxd — Your life in film,,95,,USA,English,,,,,,Moving relationship stories|Underdogs and coming of age|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Student coming-of-age challenges|Emotional teen coming-of-age stories,https://letterboxd.com/film/bridge-to-terabithia/,2026-05-03T15:53:10+00:00,heartwarming,1
superboys-of-malegaon,Letterboxd — Your life in film,,128,,India,Hindi,,,,,,,https://letterboxd.com/film/superboys-of-malegaon/,2026-05-03T15:53:12+00:00,heartwarming,1
capernaum,Letterboxd — Your life in film,,126,,France|Lebanon|UK|USA,Arabic|Amharic,,,,,,"Moving relationship stories|Humanity and the world around us|Powerful stories of heartbreak and suffering|Emotional and heartfelt family dramas|Heartbreaking and moving family drama|Heartfelt and sentimental family stories|Gripping, intense violent crime",https://letterboxd.com/film/capernaum/,2026-05-03T15:53:14+00:00,heartwarming,1
shoplifters,Letterboxd — Your life in film,,120,,Japan,Japanese,,,,,,Moving relationship stories|Humanity and the world around us|Emotional and heartfelt family dramas|Heartbreaking and moving family drama|Heartfelt and sentimental family stories|Tragic sadness and captivating beauty|Powerful stories of heartbreak and suffering,https://letterboxd.com/film/shoplifters/,2026-05-03T15:53:16+00:00,heartwarming,1
a-man-called-ove,Letterboxd — Your life in film,,116,,Norway|Sweden,Swedish|Persian (Farsi),,,,,,Moving relationship stories|Quirky and endearing relationships|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Emotional and heartfelt family dramas|Heartbreaking and moving family drama,https://letterboxd.com/film/a-man-called-ove/,2026-05-03T15:53:19+00:00,heartwarming,1
flow-2024,Letterboxd — Your life in film,,85,,Latvia|Belgium|France,No spoken language,,,,,,Humanity and the world around us|Emotional and captivating fantasy storytelling|Adorable animals and heartwarming families|Surreal and thought-provoking visions of life and death|Humanity's odyssey: earth and beyond|Fairy-tale fantasy and enchanted magic,https://letterboxd.com/film/flow-2024/,2026-05-03T15:53:20+00:00,heartwarming,1
pride-and-prejudice-1995,Letterboxd — Your life in film,,327,,Canada|UK|USA,English,,,,,,Moving relationship stories|Charming romances and delightful chemistry|Passion and romance|Captivating relationships and charming romance|Heartfelt and sentimental family stories|Laugh-out-loud relationship entanglements,https://letterboxd.com/film/pride-and-prejudice-1995/,2026-05-03T15:53:23+00:00,comfort_boze,1
seven-brides-for-seven-brothers,Letterboxd — Your life in film,,103,,USA,English,,,,,,Song and dance|Dazzling vocal performances and musicals|Catchy songs and hilarious musical comedy|Charming romances and delightful chemistry,https://letterboxd.com/film/seven-brides-for-seven-brothers/,2026-05-03T15:53:25+00:00,comfort_boze,1
babettes-feast,Letterboxd — Your life in film,,104,,Denmark,Danish|French|Hungarian|Swedish,,,,,,"Faith and religion|Religious faith, sin, and forgiveness|Captivating relationships and charming romance|Heartfelt and sentimental family stories|Powerful poetic and passionate drama|Faith and spiritual journeys",https://letterboxd.com/film/babettes-feast/,2026-05-03T15:53:27+00:00,comfort_boze,1
dreams,Letterboxd — Your life in film,,119,,Japan|USA,Japanese|French|English,,,,,,Humanity and the world around us|Emotional and captivating fantasy storytelling|Surreal and thought-provoking visions of life and death|Dangerous technology and the apocalypse|Humanity's odyssey: earth and beyond|Thought-provoking sci-fi action and future technology,https://letterboxd.com/film/dreams/,2026-05-03T15:53:29+00:00,comfort_boze,1
les-miserables-2012,Letterboxd — Your life in film,,158,,UK|USA,English,,,,,,Song and dance|Moving relationship stories|Dazzling vocal performances and musicals|Powerful stories of heartbreak and suffering|Emotional life of renowned artists|Heartbreaking and moving family drama|Tragic sadness and captivating beauty,https://letterboxd.com/film/les-miserables-2012/,2026-05-03T15:53:31+00:00,comfort_boze,1
the-umbrellas-of-cherbourg,Letterboxd — Your life in film,,93,,France|Germany,French,,,,,,Moving relationship stories|Song and dance|Captivating relationships and charming romance|Dazzling vocal performances and musicals|Charming romances and delightful chemistry|Heartfelt and sentimental family stories|Passion and romance,https://letterboxd.com/film/the-umbrellas-of-cherbourg/,2026-05-03T15:53:33+00:00,comfort_boze,1
much-ado-about-nothing-2012,Letterboxd — Your life in film,,109,,USA,English,,,,,,Relationship comedy|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Captivating relationships and charming romance|Captivating vision and Shakespearean drama,https://letterboxd.com/film/much-ado-about-nothing-2012/,2026-05-03T15:53:36+00:00,comfort_boze,1
newsies,Letterboxd — Your life in film,,121,,USA,English,,,,,,Song and dance|Dazzling vocal performances and musicals|Dance rhythms and catchy tunes|Catchy songs and hilarious musical comedy,https://letterboxd.com/film/newsies/,2026-05-03T15:53:38+00:00,comfort_boze,1
the-prisoner-of-zenda,Letterboxd — Your life in film,,101,,USA,English|French,,,,,,"Epic heroes|Epic history and literature|Fantasy adventure, heroism, and swordplay|Lavish dramas and sumptuous royalty|Charming romances and delightful chemistry|Historical battles and epic heroism|Epic adventure and breathtaking battles",https://letterboxd.com/film/the-prisoner-of-zenda/,2026-05-03T15:53:40+00:00,comfort_boze,1
the-adventures-of-robin-hood,Letterboxd — Your life in film,,102,,USA,English,,,,,,"Epic heroes|Epic history and literature|Fantasy adventure, heroism, and swordplay|Captivating vision and Shakespearean drama|Superheroes in action-packed battles with villains|Historical battles and epic heroism|Epic adventure and breathtaking battles",https://letterboxd.com/film/the-adventures-of-robin-hood/,2026-05-03T15:53:42+00:00,comfort_boze,1
the-railway-children,Letterboxd — Your life in film,,109,,UK,English|French,,,,,,Moving relationship stories|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families|Quirky and endearing relationships,https://letterboxd.com/film/the-railway-children/,2026-05-03T15:53:44+00:00,comfort_boze,1
chimes-at-midnight,Letterboxd — Your life in film,,115,,Spain|Switzerland,English|Spanish|German,,,,,,"Epic history and literature|Captivating vision and Shakespearean drama|Lavish dramas and sumptuous royalty|Historical battles and epic heroism|Fantasy adventure, heroism, and swordplay",https://letterboxd.com/film/chimes-at-midnight/,2026-05-03T15:53:46+00:00,comfort_boze,1
little-dorrit-2008,Letterboxd — Your life in film,,420,,UK,English,,,,,,Moving relationship stories|Charming romances and delightful chemistry,https://letterboxd.com/film/little-dorrit-2008/,2026-05-03T15:53:48+00:00,comfort_boze,1
young-sherlock-holmes,Letterboxd — Your life in film,,109,,USA,English,,,,,,"Thrillers and murder mysteries|Epic heroes|Underdogs and coming of age|Intriguing and suspenseful murder mysteries|Fantasy adventure, heroism, and swordplay|Historical battles and epic heroism|Student coming-of-age challenges",https://letterboxd.com/film/young-sherlock-holmes/,2026-05-03T15:53:51+00:00,comfort_boze,1
the-hound-of-the-baskervilles-1988,Letterboxd — Your life in film,,105,,UK,English,,,,,,"Thrillers and murder mysteries|Intriguing and suspenseful murder mysteries|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror",https://letterboxd.com/film/the-hound-of-the-baskervilles-1988/,2026-05-03T15:53:53+00:00,comfort_boze,1
the-philadelphia-story,Letterboxd — Your life in film,,113,,USA,English|French,,,,,,"Relationship comedy|Crude humor and satire|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Gags, jokes, and slapstick humor|Catchy songs and hilarious musical comedy|Quirky and endearing relationships",https://letterboxd.com/film/the-philadelphia-story/,2026-05-03T15:53:55+00:00,comfort_boze,1
the-red-balloon,Letterboxd — Your life in film,,34,,France,French,,,,,,Humanity and the world around us|Student coming-of-age challenges|Captivating relationships and charming romance|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families,https://letterboxd.com/film/the-red-balloon/,2026-05-03T15:53:58+00:00,comfort_boze,1
beauty-and-the-beast,Letterboxd — Your life in film,,96,,France,French,,,,,,Fairy-tale fantasy and enchanted magic|Captivating relationships and charming romance|Surreal and thought-provoking visions of life and death|Charming romances and delightful chemistry|Lavish dramas and sumptuous royalty,https://letterboxd.com/film/beauty-and-the-beast/,2026-05-03T15:54:00+00:00,comfort_boze,1
cranford,Letterboxd — Your life in film,,300,,UK,English,,,,,,Moving relationship stories|Passion and romance|Heartfelt and sentimental family stories|Captivating relationships and charming romance|Charming romances and delightful chemistry,https://letterboxd.com/film/cranford/,2026-05-03T15:54:02+00:00,comfort_boze,1
north-south,Letterboxd — Your life in film,,240,,UK,English,,,,,,Moving relationship stories|Passion and romance|Heartfelt and sentimental family stories|Tragic sadness and captivating beauty|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama,https://letterboxd.com/film/north-south/,2026-05-03T15:54:04+00:00,comfort_boze,1
he-knew-he-was-right,Letterboxd — Your life in film,,240,,UK,English,,,,,,,https://letterboxd.com/film/he-knew-he-was-right/,2026-05-03T15:54:06+00:00,comfort_boze,1
the-way-we-live-now,Letterboxd — Your life in film,,300,,UK,English,,,,,,Politics and human rights|Charming romances and delightful chemistry,https://letterboxd.com/film/the-way-we-live-now/,2026-05-03T15:54:09+00:00,comfort_boze,1
wuthering-heights-2011,Letterboxd — Your life in film,,124,,UK,English,,,,,,Intense violence and sexual transgression|Moving relationship stories|Passion and romance|Challenging or sexual themes & twists|Erotic relationships and desire|Graphic violence and brutal revenge|Captivating relationships and charming romance,https://letterboxd.com/film/wuthering-heights-2011/,2026-05-03T15:54:11+00:00,comfort_boze,1
northanger-abbey-2007,Letterboxd — Your life in film,,93,,Ireland|UK,English,,,,,,Relationship comedy|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Quirky and endearing relationships,https://letterboxd.com/film/northanger-abbey-2007/,2026-05-03T15:54:13+00:00,comfort_boze,1
little-dorrit,Letterboxd — Your life in film,,357,,UK,English,,,,,,,https://letterboxd.com/film/little-dorrit/,2026-05-03T15:54:15+00:00,comfort_boze,1
fanny-and-alexander,Letterboxd — Your life in film,,188,,Sweden|Germany|France,Swedish|English|German|Yiddish,,,,,,Moving relationship stories|Humanity and the world around us|Heartbreaking and moving family drama|Powerful stories of heartbreak and suffering|Surreal and thought-provoking visions of life and death|Emotional and heartfelt family dramas|Enduring stories of family and marital drama,https://letterboxd.com/film/fanny-and-alexander/,2026-05-03T15:54:17+00:00,comfort_boze,1
our-mutual-friend,Letterboxd — Your life in film,,360,,UK,English,,,,,,Moving relationship stories|Passion and romance|Charming romances and delightful chemistry|Captivating relationships and charming romance,https://letterboxd.com/film/our-mutual-friend/,2026-05-03T15:54:20+00:00,comfort_boze,1
brooklyn,Letterboxd — Your life in film,,111,,Canada|Ireland|UK,English,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Charming romances and delightful chemistry|Captivating relationships and charming romance|Heartbreaking and moving family drama,https://letterboxd.com/film/brooklyn/,2026-05-03T15:54:22+00:00,comfort_boze,1
